id,Name,Status,Species,Type,Gender,Origin,Location,Image,No_of_episode
575,Snake Resistance Robot,Dead,Robot,Human-Snake hybrid,Genderless,Snake Planet,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/575.jpeg,1
576,Snake Linguist,unknown,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/576.jpeg,1
577,Snake Terminator,unknown,Robot,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/577.jpeg,1
578,Snake Soldier,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/578.jpeg,1
579,Snake with Legs,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/579.jpeg,1
580,Secret Service Snake,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/580.jpeg,1
581,Anchosnake,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/581.jpeg,1
582,Anchosnake,Alive,Animal,Snake,Female,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/582.jpeg,1
583,80's snake,unknown,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/583.jpeg,1
584,Bar Customer,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/584.jpeg,1
585,Bartender,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/585.jpeg,1
586,PC Basketball Player,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/586.jpeg,1
587,Cavesnake,Dead,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/587.jpeg,1
588,Pet Shop Employee,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/588.jpeg,1
589,Snake Reporter,Alive,Animal,Snake,Male,Snake Planet,Snake Planet,https://rickandmortyapi.com/api/character/avatar/589.jpeg,1
590,High Pilot,unknown,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/590.jpeg,1
591,High Pilot,unknown,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/591.jpeg,1
592,Phoenixperson,Dead,Alien,Cyborg,Male,Bird World,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/592.jpeg,3
593,Tickets Please Guy,Dead,Human,Soulless Puppet,Male,Story Train,Non-Diegetic Alternative Reality,https://rickandmortyapi.com/api/character/avatar/593.jpeg,1
594,Floaty Bloody Man,Dead,Human,Half Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/594.jpeg,1
595,Floaty Non-Gasm Brotherhood Member,Dead,Alien,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/595.jpeg,1
596,Floaty Non-Gasm Brotherhood Member Friend,Dead,Alien,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/596.jpeg,1
597,Abradolf Lincler,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/597.jpeg,1
598,Biblesaurus,Alive,Animal,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/598.jpeg,1
599,Birdperson,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/599.jpeg,1
600,Cats Fan,Alive,Alien,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/600.jpeg,1
601,Christmas Storyteller,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/601.jpeg,1
602,Cookies Guy,Alive,Human,Soulless Puppet,Male,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/602.jpeg,1
603,Crossy,Alive,unknown,Soulless Puppet,Genderless,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/603.jpeg,1
604,Female Scorpion,Dead,Animal,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/604.jpeg,1
605,Floaty Bloody Man’s Daughter,Dead,Human,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/605.jpeg,1
606,Goomby,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/606.jpeg,1
607,Hairspray Fan,Alive,Alien,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/607.jpeg,1
608,Jesus Christ,Alive,Human,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/608.jpeg,1
609,Josh,Dead,Human,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/609.jpeg,1
610,Josh's Sister,Dead,Human,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/610.jpeg,1
611,Leah,Alive,unknown,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/611.jpeg,1
612,Marcus,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/612.jpeg,1
613,Mike Johnson,Alive,Human,Soulless Puppet,Male,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/613.jpeg,1
614,Mr. Celery & Friends,Alive,unknown,Soulless Puppet,Genderless,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/614.jpeg,1
615,Musical Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/615.jpeg,1
616,Phantom of the Opera Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/616.jpeg,1
617,Phoenixperson,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/617.jpeg,1
618,Private Smith,unknown,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/618.jpeg,1
619,Professor Sanchez,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/619.jpeg,1
620,Ramamama Lord,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/620.jpeg,1
621,Ruth Bader Ginsburg,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/621.jpeg,1
622,Sarge,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/622.jpeg,1
623,Shrek The Musical Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/623.jpeg,1
624,Snuffles,Alive,Animal,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/624.jpeg,1
625,Storylord,Alive,Human,Soulless Puppet,Male,Story Train,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/625.jpeg,1
626,Tammy Guetermann,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/626.jpeg,1
627,The Concept of Time,Alive,unknown,Soulless Puppet,Genderless,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/627.jpeg,1
628,Beth Smith,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/628.jpeg,1
629,Summer Smith,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/629.jpeg,1
630,Morty Smith,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/630.jpeg,1
631,Rick Sanchez,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/631.jpeg,1
632,Train Cop,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/632.jpeg,1
633,Train Cops,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/633.jpeg,1
634,Train Cops Instructor,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/634.jpeg,1
635,Darth Poopybutthole,Alive,Poopybutthole,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/635.jpeg,1
636,Evil Morty,Alive,Human,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/636.jpeg,1
637,Morty’s Disguise,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/637.jpeg,1
638,Rick’s Disguise,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/638.jpeg,1
639,Uncle Nibbles,Dead,Alien,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/639.jpeg,1
640,Angry Glorzo,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/640.jpeg,1
641,Bruce,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/641.jpeg,1
642,Council of Glorzos Member,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/642.jpeg,1
643,Council of Glorzos Member,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/643.jpeg,1
644,Old Glorzo,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/644.jpeg,1
645,Shane,unknown,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/645.jpeg,1
646,Steve,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/646.jpeg,1
647,Troy,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/647.jpeg,1
648,Crystal Dealers Boss,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/648.jpeg,1
649,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/649.jpeg,1
650,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/650.jpeg,1
651,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/651.jpeg,1
652,SWAT Officer,Dead,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/652.jpeg,1
653,Plane Crash Survivor,unknown,Human,,Female,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/653.jpeg,1
654,Plane Crash Survivor,unknown,Human,,Male,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/654.jpeg,1
655,Heroine Keith,Alive,Human,,Male,Near-Duplicate Reality,Merged Universe,https://rickandmortyapi.com/api/character/avatar/655.jpeg,1
656,Impervious to Acid SWAT Officer,Dead,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/656.jpeg,1
657,Johnny Carson,Alive,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/657.jpeg,1
658,Sonia Sotomayor,Alive,Human,,Female,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/658.jpeg,1
659,Morty’s Father-in-law,Alive,Human,,Male,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/659.jpeg,1
660,Morty’s Mother-in-law,Alive,Human,,Female,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/660.jpeg,1
661,Morty’s Girlfriend,Alive,Human,,Female,Near-Duplicate Reality,Merged Universe,https://rickandmortyapi.com/api/character/avatar/661.jpeg,1
662,Gaia,Alive,unknown,Planet,Female,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/662.jpeg,1
663,Reggie,Dead,Mythological Creature,Zeus,Male,Mount Olympus,Gaia,https://rickandmortyapi.com/api/character/avatar/663.jpeg,1
664,Ticktock,unknown,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/664.jpeg,1
665,Florflock,Alive,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/665.jpeg,1
666,Squeeb,Alive,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/666.jpeg,1
667,Defiance Beth,Alive,Human,Clone,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/667.jpeg,2
668,Defiance Squanchette,Alive,Alien,Cat-Person,Female,Planet Squanch,Defiance's Ship,https://rickandmortyapi.com/api/character/avatar/668.jpeg,1
669,Defiance Doctor,Alive,Alien,,Male,unknown,Defiance's Base,https://rickandmortyapi.com/api/character/avatar/669.jpeg,1
670,New Improved Galactic Federation Guard,Dead,Alien,Gromflomite,Male,Gromflom Prime,NX-5 Planet Remover,https://rickandmortyapi.com/api/character/avatar/670.jpeg,1
671,New Improved Galactic Federation Guard,Dead,Alien,Gromflomite,Male,Gromflom Prime,NX-5 Planet Remover,https://rickandmortyapi.com/api/character/avatar/671.jpeg,1
672,Mr. Nimbus,Alive,Mythological Creature,Sexy Aquaman,Male,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/672.jpeg,1
673,Hoovy,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/673.jpeg,1
674,Bova,Dead,Humanoid,Narnian,Female,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/674.jpeg,1
675,Japheth,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/675.jpeg,1
676,Japheth's Middle Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/676.jpeg,1
677,Japheth's Eldest Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/677.jpeg,1
678,Japheth's Youngest Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/678.jpeg,1
679,Japheth's Grandson,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/679.jpeg,1
680,Adam,Dead,Humanoid,Narnian,Male,Narnia Dimension,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/680.jpeg,1
681,Adam's Mother,Dead,Humanoid,Narnian,Female,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/681.jpeg,1
682,Warlock,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/682.jpeg,1
683,Evolved Narnian,Alive,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/683.jpeg,1
684,Mr. Nimbus Secretary,Alive,Animal,Starfish,Female,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/684.jpeg,1
685,Evolved Narnian Disguised as Morty,Alive,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/685.jpeg,1
686,Mr. Nimbus' Squid,Dead,Animal,Squid,Male,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/686.jpeg,1
687,Scarecrow Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/687.jpeg,1
688,Scarecrow Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/688.jpeg,1
689,Scarecrow Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/689.jpeg,1
690,Scarecrow Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/690.jpeg,1
691,Scarecrow Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/691.jpeg,1
692,Glockenspiel Jerry,Alive,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/692.jpeg,1
693,Glockenspiel Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/693.jpeg,1
694,Glockenspiel Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/694.jpeg,1
695,Glockenspiel Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/695.jpeg,1
696,Glockenspiel Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/696.jpeg,1
697,Wicker Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/697.jpeg,1
698,Wicker Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/698.jpeg,1
699,Wicker Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/699.jpeg,1
700,Wicker Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/700.jpeg,1
701,Metal Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/701.jpeg,1
702,Gun Brain Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/702.jpeg,1
703,Mr. Always Wants to be Hunted,Alive,Poopybutthole,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/703.jpeg,1
704,Squid Costume Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/704.jpeg,1
705,Squid Costume Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/705.jpeg,1
706,Squid Costume Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/706.jpeg,1
707,Squid Costume Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/707.jpeg,1
708,Squid Costume Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/708.jpeg,1
709,Dracula,Alive,Mythological Creature,Vampire,Male,Interdimensional Cable,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/709.jpeg,1
710,Steve,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/710.jpeg,1
711,When Wolf,Alive,Mythological Creature,Whenwolf,Male,Interdimensional Cable,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/711.jpeg,1
712,Too Cute to Murder Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/712.jpeg,1
713,Too Cute to Murder Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/713.jpeg,1
714,Too Cute to Murder Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/714.jpeg,1
715,Too Cute to Murder Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/715.jpeg,1
716,Too Cute to Murder Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/716.jpeg,1
717,Planetina,Alive,Humanoid,Summon,Female,Elemental Rings,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/717.jpeg,1
718,Daphne,Alive,Alien,Morglutzian,Female,Morglutz,Ferkus 9,https://rickandmortyapi.com/api/character/avatar/718.jpeg,1
719,Diesel Weasel,Alive,Animal,Weasel,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/719.jpeg,1
720,Eddie,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/720.jpeg,1
721,Xing Ho,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/721.jpeg,1
722,Air Tina-Teer,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/722.jpeg,1
723,Water Tina-Teer,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/723.jpeg,1
724,Planetina Buyer,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/724.jpeg,1
725,Tony Galopagus,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/725.jpeg,1
726,Sticky,Alive,unknown,Super Sperm Monster,Male,Morty,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/726.jpeg,1
727,Professor Shabooboo,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/727.jpeg,1
728,Sperm Queen,Dead,unknown,Super Sperm Monster,Female,Morty,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/728.jpeg,1
729,CHUD King,Alive,Animal,CHUD,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/729.jpeg,1
730,Princess Ponietta,Alive,Animal,CHUD,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/730.jpeg,1
731,Naruto Smith,Alive,Humanoid,Giant Incest Baby,Male,Earth (Replacement Dimension),Space,https://rickandmortyapi.com/api/character/avatar/731.jpeg,2
732,Blazen,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/732.jpeg,1
733,Kathy Ireland,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/733.jpeg,1
734,Amazing Johnathan,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/734.jpeg,1
735,Foal Sanchez,Alive,Humanoid,CHUD Human Mix,unknown,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/735.jpeg,1
736,Spaceman,Dead,Human,,Male,Earth (Replacement Dimension),Space,https://rickandmortyapi.com/api/character/avatar/736.jpeg,1
737,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Near-Duplicate Reality,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/737.jpeg,1
738,Cirque du Soleil Zumanity Member,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/738.jpeg,1
739,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/739.jpeg,1
740,Cirque du Soleil Zumanity Member,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/740.jpeg,1
741,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/741.jpeg,1
742,Bruce Chutback,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/742.jpeg,1
743,Alyson Hannigan,Dead,Alien,,Female,unknown,Z. Q. P. D.,https://rickandmortyapi.com/api/character/avatar/743.jpeg,1
744,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/744.jpeg,1
745,Cenobite,unknown,Mythological Creature,Demon,Female,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/745.jpeg,1
746,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/746.jpeg,1
747,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/747.jpeg,1
748,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/748.jpeg,1
749,Coat Rack Head,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/749.jpeg,1
750,Mousetrap Nipples,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/750.jpeg,1
751,Changeformer,Dead,Robot,Changeformer,Male,Space Tahoe,Space Tahoe,https://rickandmortyapi.com/api/character/avatar/751.jpeg,1
752,Changeformer,Dead,Robot,Changeformer,Male,Space Tahoe,Space Tahoe,https://rickandmortyapi.com/api/character/avatar/752.jpeg,1
753,Space Cruiser,Alive,Robot,Artificial Intelligence,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/753.jpeg,2
754,Coop,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/754.jpeg,1
755,Dwayne,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/755.jpeg,1
756,Franklin D. Roosevelt,Dead,Humanoid,Guinea Pig for the Polio Vaccine,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/756.jpeg,1
